id,description
357761,"1. Vollständige Kontrollberichte aller veterinäramtlichen Tierschutzkontrollen seit dem Jahr 2015, einschließlich:
   - Datum der Kontrolle
   - Art der Kontrolle (Plankontrolle/Anlassbegehung)
   - Festgestellte Verstöße gegen Tierschutzrecht
   - Fotodokumentation (soweit vorhanden)
   - Angeordnete Maßnahmen mit Fristen

2. Tabellarische Übersicht:
   - Anzahl der durchgeführten Kontrollen pro Jahr (2015-2025)
   - Anzahl festgestellter Verstöße pro Jahr
   - Art der häufigsten Verstöße

3. Alle behördlichen Anordnungen nach § 16a Tierschutzgesetz (Beseitigung von Missständen) seit 2015, einschließlich:
   - Beschreibung des Missstands
   - Angeordnete Abhilfemaßnahmen
   - Fristsetzungen
   - Nachweise über Umsetzung

4. Dokumentation über Tierverluste:
   - Anzahl der jährlich verstorbenen/verendeten Tiere (aus HIT-Datenbank) für die Jahre 2015-2025
   - Auffälligkeiten bei Verlustquoten

5. Alle Anzeigen von Bürgern oder Tierschutzorganisationen wegen vermuteter Tierschutzverstöße seit 2015 (anonymisiert), einschließlich Dokumentation der behördlichen Ermittlungen

6. Eingeleitete Ordnungswidrigkeits- oder Strafverfahren wegen Verstößen gegen das Tierschutzgesetz seit 2015"
357758,"A) Brandschutzkonzept und -kontrollen:

1. Aktuell gültiges Brandschutzkonzept der Anlage

2. Alle Protokolle von Brandverhütungsschauen seit 2010, einschließlich:
   - Datum der Begehung
   - Festgestellte Mängel
   - Angeordnete Maßnahmen und Fristen
   - Nachweise über Mängelbehebung

3. Datum und Ergebnis der letzten Brandverhütungsschau VOR dem Brand vom 12. April 2024

4. Stellungnahmen und interne Vermerke zu dem von der Tierrechtsorganisation ARIWA im Jahr 2021 übermittelten Brandschutz-Protokoll, das auf alarmierende Mängel hinwies

B) Brände:

5. Vollständige Unterlagen zu allen Brandereignissen seit 2010, insbesondere:
   - Brand vom 12. April 2024 (ca. 20.000 tote Tiere)
   - Weitere Brände (u.a. 2021)

6. Für jedes Brandereignis:
   - Feuerwehreinsatzbericht
   - Ermittelte oder vermutete Brandursache
   - Anzahl der getöteten Tiere
   - Geschätzter Sachschaden
   - Polizeiliche Ermittlungsergebnisse

7. Technische Angaben zu vorhandenen Brandschutzeinrichtungen (Brandmeldeanlagen, Sprinkleranlagen, Notfallalarmsysteme)"
357764,"1. Namen, Dienstbezeichnungen und Tätigkeitszeiträume aller Mitarbeiterinnen und Mitarbeiter der Bauaufsicht/Bauordnung des Altmarkkreises Salzwedel, die mit der Schweinezucht Binde GmbH befasst waren, insbesondere:
   - Sachgebietsleitung Bauaufsicht/Bauordnung (2006-2024)
   - Bearbeiter der Ortsbesichtigung April 2007
   - Bearbeiter des Antrags auf nachträgliche Baugenehmigung (2007-2013)
   - Mitwirkende an der Erteilung der Baugenehmigung vom 10.01.2013
   - Zuständige für die bauaufsichtliche Überwachung (2007-2023)

2. Personalwechsel aus der Bauaufsicht/Bauordnung des Altmarkkreises Salzwedel zwischen 2000 und 2025, einschließlich:
   - Wechsel zu anderen Behörden
   - Wechsel in die Privatwirtschaft (insbesondere Tierhaltungsbetriebe, Beratungsunternehmen)
   - Pensionierungen und anschließende Tätigkeiten

3. Dokumentation über Wechsel von Mitarbeitern zwischen dem Altmarkkreis Salzwedel (alle Abteilungen) und der Schweinezucht Binde GmbH oder verbundenen Unternehmen (LFD Holding, DEMVA GmbH, Terra Grundwerte AG, Straathof-Betriebe) seit 2000

4. Alle Aktenvermerke zu möglichen Interessenkonflikten, Befangenheitsanzeigen oder Mitwirkungsverboten von Mitarbeitern im Zusammenhang mit der Schweinezucht Binde

5. Genehmigte und nicht genehmigte Nebentätigkeiten von Mitarbeitern der Bauaufsicht/Bauordnung im Bereich Landwirtschaft/Tierhaltung (2006-2025)

6. Dienstaufsichtsbeschwerden gegen Mitarbeiter der Bauaufsicht/Bauordnung im Zusammenhang mit der Schweinezucht Binde seit 2006

7. Disziplinarverfahren gegen Bedienstete des Altmarkkreises im Zusammenhang mit der Genehmigung oder Überwachung der Schweinezucht Binde

8. Interne Prüfvermerke und Rechtsgutachten zur Frage, warum trotz jahrelanger illegaler Nutzung (2007-2013) eine nachträgliche Baugenehmigung erteilt wurde

Personenbezogene Daten können geschwärzt werden, sofern sie nicht für die Bewertung möglicher Interessenkonflikte erforderlich sind. Bei Personen in Leitungsfunktionen oder bei Vorliegen eines besonderen öffentlichen Interesses (Verdacht auf Pflichtverletzung) überwiegt das Informationsinteresse."
366227,"1. Die Anzahl der eingegangenen Anzeigen bzw. Strafverfahren wegen Erschleichens von Beförderungsleistungen (Fahren ohne gültigen Fahrschein).
2. Welches Verkehrsunternehmen jeweils wie viele Anzeigen bzw. Strafverfahren gestellt hat.
3. Die Anzahl der eingeleiteten Verfahren sowie deren jeweiliger Verfahrensausgang (z. B. Einstellung, Verurteilung, Freispruch).
4. Angaben zur Höhe der verhängten Bußgelder oder Strafen in diesen Fällen.
5. Die Gesamtkosten, die durch die Verfahren sowie eventueller Freiheitsstrafen angefallen sind."
364946,"Wie viel finanzielle Mittel des Landes Mecklenburg-Vorpommern sind von 2020 bis 2025 jährlich in die Bekämpfung und den Umgang mit Tierseuchen geflossen? Bitte dabei mindestens berücksichtigen: 
- Zuschüsse in die Tierseuchenkasse
- direkte Zahlungen oder Entschädigungen für Tierhalter:innen
- Ausgaben für Bekämpfungs- und Präventionsmaßnahmen wie z.B. Zäune, Zuschüsse für Hygienemaßnahmen o. ä., darunter auch Beihilfen an Kommunen bei aufwendigen Bekämpfungsmaßnahmen
- Finanzierung oder Mitfinanzierung von Impfprogrammen
- Beihilfen für Maßnahmen zur Tierseuchenverhütung und -bekämpfung sowie zur Verbesserung der Tiergesundheit, u. a. Probenentnahme und Laboruntersuchungen.

Vielen Dank."
366389,"Ich bitte um Zusendung des folgendes Einziehungsbeschlusses des AG Duisburg vom 19.09.2000 mit dem Aktenzeichen 39 Ds 182 Js 23/00 (496/00)
Alternative bitte die Benachrichtigung der StA/des LKA über die Einziehung und/oder Beschlagnahme
Der Beschluss umfasst die folgenden Titel:

Treatment for her (Videofilm), sowie die Druckschriften/Magazine:
New Animal Orgy Nr. 19, Verlag Color Climax Corporation
Devot Nr. 5, Book and Film International
Hörig Nr. 35, 41, 43 aus dem Verlag Postbus 154
SMMS Special Nr. 22, 25, 27 und 32 aus dem Calvista Verlag
Japan Bondage, Hersteller unbekannt

Bitte den vollständigen Beschluss inkl. Anhang/Begründung


Vielen Dank"
366360,"Hiermit möchte ich auf den  Zustand der geschützten Grünanlagen rund um den Platz der Vereinten Nationen aufmerksam machen. Trotz des offiziellen Schutzstatus dieser Flächen hat die Verschmutzung ein Ausmaß erreicht, das für Anwohner und Besucher absolut unzumutbar ist. 
Der Grad der Verwahrlosung hat neue, erschreckende Höchststände erreicht. Die Flächen sind übersät mit Unrat aller Art – insbesondere die Menge an zerbrochenem Glas stellt mittlerweile eine erhebliche Verletzungsgefahr für Mensch und Tier dar. Von einer Erholungsfunktion kann unter diesen hygienischen und ästhetischen Bedingungen keine Rede mehr sein. In den letzten Jahren entwickelten sich die Flächen mehr und mehr zu Freiluft-Mülldeponien. Insbesondere die Wiesen rund um den Edeka sind stark betroffen. Ich habe Verständnis für die Anforderungen an die BSR aufgrund des strengen Winters, jedoch kann es nicht sein, dass einige Wiesen noch immer vom (Papier-)Müll der Neujahrsfeierlichkeiten bedeckt sind. 
Auch unverständlich ist die aktuelle Strategie der Abfallentsorgung durch Mülleimer vor Ort: Während an einigen Stellen neue Kapazitäten, die dringend nötig wären, aufgebaut wurden, wurden an anderen Stellen bestehende Mülleimer entfernt. Darüber hinaus sind manche Mülleimer jede Woche überfüllt, sodass der Müll sich auf dem Boden um sie lagert. Der Wind tut dann sein übriges. Dies verschärft die Problematik.

Um die Hintergründe der Misere zu klären, könnten Sie folgende Fragen stellen:

Reinigungsintervalle: In welchen zeitlichen Abständen findet aktuell eine professionelle Flächenreinigung (nicht nur die Leerung der Eimer, sondern das Aufsammeln von Kleinteilen und Glas) statt?

Abbau von Mülleimern: Aus welchen fachlichen oder logistischen Gründen wurden in den letzten Jahren Müllbehälter im Bereich der Grünanlagen entfernt, anstatt die Kapazitäten dem offensichtlichen Bedarf anzupassen? (Beispiele: Zweiter Mülleimer in der Nähe des Edekas; Mülleimer bei diesen Koordinaten: 52.524224, 13.429987)

Sonderreinigung: Ist angesichts der ""neuen Höchststände"" an Glasbruch und Müll eine kurzfristige Sonderreinigung geplant?

Zuständigkeit: Wer ist konkret für die Reinigung dieser spezifischen Flächen verantwortlich (Bezirkliche Gärtner, externe Firmen oder die BSR), und wie wird die Qualität dieser Arbeit kontrolliert? 

Prävention: Welche Maßnahmen plant das Amt, um der massiven Vermüllung langfristig entgegenzuwirken (z. B. verstärkte Kontrollen durch das Ordnungsamt oder Installation von großvolumigen Unterflurbehältern)?"
363826,"- interne Dokumente für die Wirtschaftssenatorin, die sich mit dieser Problematik beschäftigen
- wurde die Idee, Erstattungen nur dann zu gewähren, wenn „die Hotelreservierung ausschließlich über die laufend aktualisierte Übersicht der visitBerlin-Partnerhotels unter Verwendung des Buchungscodes „Stromausfall“ erfolgt ist“ von visitBerlin bzw. den Hotelverbänden an die Senatsverwaltung für Wirtschaft, Energie und Betriebe herangetragen?
- welche Gründe gab es, diese Bedingung für die Erstattung von Hotelkosten einzuführen (einfache Abwicklung der Erstattungsverfahren? Unterstützung der visitBerlin-Partnerhotels)?
- fand – angesichts der eklatanten rechtlichen Fehleinsachätzung – vor der pressewirksamen Aussage des Regierenden Bürgermeisters am 6. Januar 2026 überhaupt eine (umfassende) rechtliche Prüfung des Sachverhalts statt?

Begründung: Als Betroffene des Stromausfalls ab dem 3. Januar 2026 in Berlin war ich sehr erstaunt über die am 6. Januar 2026 vom Regierenden Bürgermeister Kai Wegner auf der Plattform X kommunizierten Erstattungsregelungen für Hotelkosten: „Betroffene Berlinerinnen und Berliner, die nicht in anderen Notunterkünften verweilen können oder wollen, haben jetzt die Möglichkeit, sich in folgende Hotels zu begeben. Die Kosten werden nachträglich vollständig übernommen. Liste der Partnerhotels: https://visitberlinpartnerhotelsev.de“. Die Begrenzung der Erstattungsmöglichkeit auf visitBerlin-Partnerhotels und das Fehlen einer Regelung für Buchungen vor diesem Zeitpunkt erschienen mir rechtlich nicht haltbar.
Bis zum 8. Januar 2026 vormittags wurde die Bedingung auf der Informationsseite des BA Steglitz-Zehlendorf (https://www.berlin.de/ba-steglitz-zehle...) aufgeführt, aber dann entfernt. Des Weiteren war die Bedingung auch in einer automatischen Antwort-Email an <<E-Mail-Adresse>> enthalten: Eine Erstattung sollte es demnach nur dann geben, wenn „die Hotelreservierung ausschließlich über die laufend aktualisierte Übersicht der visitBerlin-Partnerhotels unter Verwendung des Buchungscodes „Stromausfall“ erfolgt ist“.
Bei der Erstattung von Hotelkosten handelt es sich um eine Billigkeitsleistung des Staates. Dabei müssen einerseits rechtsstaatliche Grundsätze eingehalten und andererseits Steuergelder sparsam verwendet werden.
Warum sollten Betroffene des Stromausfalls ursprünglich keine Erstattung der Hotelkosten erhalten, nur weil das genutzte Hotel kein visitBerlin-Partnerhotel war? Dies entspräche nicht dem Gleichheitsgrundsatz, nachdem gleiche Sachverhalte gleich zu behandeln sind."
364130,"Die gesetzliche Grundlage für die internetbasierte Fahrzeugzulassung in Deutschland ist die Fahrzeug-Zulassungsverordnung (FZV), insbesondere die §§ 26–29. Seit September 2023 ermöglicht diese Regelung die internetbasierte An-, Um- und Abmeldung von Fahrzeugen in Echtzeit. Die Identifikation erfolgt dabei unter anderem durch den Abruf von Sicherheitscodes auf der Zulassungsbescheinigung.

Nach meinem Kenntnisstand wird die internetbasierte Fahrzeugzulassung im Landkreis Börde bis heute nicht angeboten. Der Landkreis gehört damit aktuell zu den letzten 20 von insgesamt 411 Zulassungsbehörden in Deutschland, die dieses Verfahren – fast 2,5 Jahre nach Inkrafttreten der maßgeblichen Regelungen – noch nicht umgesetzt haben.

Vor diesem Hintergrund bitte ich um Beantwortung der folgenden Fragen:

    • Aus welchen Gründen wird die internetbasierte Fahrzeugzulassung im Landkreis Börde bislang nicht angeboten?

    • Welche konkreten organisatorischen, technischen oder rechtlichen Hindernisse stehen der Einführung entgegen?

    • Entstehen dem Landkreis Börde aus der bislang unterbliebenen Umsetzung Sanktionen oder sonstige rechtliche beziehungsweise finanzielle Nachteile?

    • Falls ja: Welche konkreten Sanktionen oder Konsequenzen sind das?

    • Die Gebühren für die internetbasierte Zulassung liegen lediglich bei einem Bruchteil der Kosten, die bei einer Anmeldung in der Zulassungsbehörde vor Ort anfallen. Da den Einwohnerinnen und Einwohnern des Landkreises Börde diese internetbasierte Möglichkeit bislang nicht zur Verfügung steht, sind sie gezwungen, die deutlich höheren Gebühren für die persönliche Anmeldung zu tragen.
Plant der Landkreis Börde, die Gebühren für Zulassungen vor Ort auf das Niveau der internetbasierten Verfahren zu senken oder die entstehenden Differenzbeträge auf Antrag zu erstatten?

Ich bitte um Übersendung entsprechender Informationen, Stellungnahmen oder interner Bewertungen, soweit diese vorliegen."
366388,"Sehr geehrte Damen und Herren,

es gibt einen Vertrag vermutlich aus 2019 zwischen SenStadt, dem Bezirk Mitte und der GSE gGmbH. Die GSE gGmbH ist ein Treuhänder Berlins. In diesem Vertrag geht es um den Sanierungsumfang (Hüllensanierung) zu dem sich die GSE gGmbH an dem Objekt Kulturfabrik Moabit Lehrter Str. 35 in 10557 Berlin verpflichtet hat. Bestandteil dieses Vertrags ist auch eine BPU. Die eingesetzten Mittel kommen über Stadtumbau West und aus dem Treuhandvermögen. Ich hätte gerne den Vertrag und/oder eine Auflistung der Baumaßnahmen zu denen sich die GSE vertraglich verpflichtet hat."
366386,"Die Prüfungsbögen mit den Fragen für den Zweiten Abschnitt der Ärztlichen Prüfung im Frühjahr 2025 einschließlich des Bildmaterials sowie Musterlösungen oder Korrekturhinweise.

Ich verweise auf eine Anfrage auf FragDenStaat, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/a/335897"
